movieId,title,overview
2088,Romeo Is Bleeding,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.
2300,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan."
2383,The Bear,An orphan bear cub hooks up with an adult male as they try to dodge human hunters.
2616,Uncle Buck,"As an idle, good-natured bachelor, Uncle Buck is the last person you would think of to watch the kids. However, during a family crisis, he is suddenly left in charge of his nephew and nieces. Unaccustomed to suburban life, fun-loving Uncle Buck soon charms his younger relatives Miles and Maizy with his hefty cooking and his new way of doing the laundry. His carefree style does not impress everyone though - especially his rebellious teenage niece, Tia, and his impatient girlfriend, Chanice. With a little bit of luck and a lot of love, Uncle Buck manages to surprise everyone in this heartwarming family comedy."
2769,An American in Paris,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art."
2779,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them."
2788,Reality Bites,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be."
2990,Pacific Heights,A couple works hard to renovate their dream house and become landlords to pay for it. Unfortunately one of their tenants has plans of his own.
3537,Fame,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts
3933,Corpse Bride,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living."
4104,Benny & Joon,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.
4133,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price."
4203,Women on the Verge of a Nervous Breakdown,"Pepa resolves to kill herself with a batch of sleeping-pill-laced gazpacho after her lover leaves her. Fortunately, she is interrupted by a deliciously chaotic series of events."
4232,Scream,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one."
4233,Scream 2,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself."
4234,Scream 3,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer."
4267,Get Out Your Handkerchiefs,"Solange is depressed: she's stopped smiling, she eats little, she says less. She has fainting fits. Her husband Raoul seeks to save her by enlisting Stephane, a stranger, to be her lover. Although he listens to Mozart and has every Pocket Book arranged in alphabetical order, Stephane fails to cheer Solange. She knits. She does housework. Everyone, including their neighbor a vegetable vendor, agrees that she needs a child, yet she fails to get pregnant by either lover. The three take a job running a kids' summer camp where they meet Christian, the precocious 13-year-old son of the local factory manager. It is Christian who restores Solange to laughter"
4291,Kikujiro,"Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way."
4477,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder."
4564,Sex and the City,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.
4587,Mermaids,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are."
4952,Pillow Talk,"A man and woman share a telephone line and despise each other, but then he has fun by romancing her with his voice disguised."
4978,An American Tail,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home."
5055,Ashes and Diamonds,"Maciek and Andrzej, two home army fighters, were paired and ordered to kill an incoming communist party cadre. At the hotel where their target's welcoming party is being held. Maciek meets the barmaid Krystyna and the two have a brief, passionate affair, before he is pulled away from this fleeting happiness into his deadly mission."
5548,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters."
5900,The Dress,"The story of a summer dress and those who have to do with it, especially the train conductor (played by van Warmerdam, the director). The dress functions as catalyst for the whimsical events, which turns out to be either tragic or hilarious."
5915,Into the Wild,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness."
7007,Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well."
7091,Vampire's Kiss,"A publishing executive is visited and bitten by a vampire and starts exhibiting erratic behavior. He pushes his secretary to extremes as he tries to come to terms with his affliction. The vampire continues to visit and drink his blood, and as his madness deepens, it begins to look as if some of the events he's experiencing may be hallucinations."
8447,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor."
8879,Pale Rider,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.
8880,Che: Part Two,"After the Cuban Revolution, Che is at the height of his fame and power. Then he disappears, re-emerging incognito in Bolivia, where he organizes a small group of Cuban comrades and Bolivian recruits to start the great Latin American Revolution. Through this story, we come to understand how Che remains a symbol of idealism and heroism that lives in the hearts of people around the world."
8984,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
26386,Ernest Saves Christmas,"When Santa Claus decides to retire and pass on his magic bag of Christmas surprises to a new Saint Nick, he enlists the aid of a hilarious assortment of characters. A perky teen runaway and hapless taxi driver Ernest P. Worrell must convince a skeptical kiddie-show host to take over the post of Father Christmas."
31000,Amos & Andrew,"When Andrew Sterling (Samuel L. Jackson), a successful black urbanite writer, buys a vacation home on a resort in New England the police mistake him for a burglar. After surrounding his home with armed men, Chief Tolliver (Dabney Coleman) realizes his mistake and to avoid the bad publicity offers a thief in his jail, Amos Odell (Nicolas Cage) a deal."
77866,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike."
89492,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
1873,Beyond Rangoon,"Patricia Arquette stars as American widow Laura Bowman, a young doctor who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s, in this fictionalized drama based on actual events. Bowman initially left San Francisco with her sister (Frances McDormand) in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing."
217,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts."
891,All the President's Men,"In the run-up to the 1972 elections, Washington Post reporter Bob Woodward covers what seems to be a minor break-in at the Democratic Party National headquarters. He is surprised to find top lawyers already on the defense case, and the discovery of names and addresses of Republican fund organizers on the accused further arouses his suspicions. The editor of the Post is prepared to run with the story and assigns Woodward and Carl Bernstein to it. They find the trail leading higher and higher in the Republican Party, and eventually into the White House itself."
928,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!"
1623,Brubaker,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.
1833,Rent,"This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village, New York, USA. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, HIV/AIDS, and modern day life."
1984,1984,"In a totalitarian future society, a man whose daily work is rewriting history tries to rebel by falling in love."
1985,The Constant Gardener,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy."
2107,L.A. Story,"With the help of a talking freeway billboard, a ""wacky weatherman"" tries to win the heart of an English newspaper reporter, who is struggling to make sense of the strange world of early-90s Los Angeles."
2546,Zazie dans le métro,"A brash and precocious ten-year-old (Catherine Demongeot) comes to Paris for a whirlwind weekend with her rakish uncle (Philippe Noiret); he and the viewer get more than they bargained for, however, in this anarchic comedy from Louis Malle, which rides roughshod over the City of Light. Based on a popular novel by Raymond Queneau that had been considered unadaptable, Malle’s audacious Zazie dans le métro, made with flair on the cusp of the French New Wave, is a bit of stream-of-consciousness slapstick, wall-to-wall with visual gags, editing tricks, and effects."
2841,A Very Long Engagement,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate..."
2907,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?"
147,The 400 Blows,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures."
914,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
1262,Stranger Than Fiction,"Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending."
2020,The Bachelor,"Jimmie is seeing his single friends get married one by one. He isn't too worried until his girlfriend Anne catches the bouquet at his friend Marco's wedding. Suddenly, his wild mustang days are numbered. He finally decides to propose to her, but he sticks his foot in his mouth and botches the proposal. Being insulted by the defeatist proposal, Anne leaves town on an assignment. After she's gone, he finds out that his recently-deceased grandfather's will stipulates that he gets nothing of a multi-million dollar fortune unless he's married by 6:05pm on his 30th birthday: tomorrow! Not being able to find Anne, Jimmie begins backtracking through his past girlfriends to find a wife."
3681,What's New Pussycat?,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.
4327,Charlie's Angels,"Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software."
340,Everything is Illuminated,"A film based on the semi-autobiographical novel of the same name by American writer Jonathan Safran Foer, in which a young Jewish American man endeavors—with the help of eccentric, distant relatives—to find the woman who saved his grandfather during World War II, in a Ukrainian village which was ultimately razed by the Nazis."
383,Mala Noche,Mala Noche is the film debut from director Gus van Sant. The film portrays the unanswered love of an American man toward a young Mexican man.
916,Bullitt,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed."
953,Madagascar,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals."
1422,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them."
1672,The Professional,"French secret agent Joss Baumont is sent to kill the president Njala of an African country. However, a counter-order is given before he can execute his mission and he is abandoned in the hands of foreign authorities. He escapes and seeks revenge by pursuing what was his original mission."
1722,Captain Corelli's Mandolin,"When a Greek fisherman leaves to fight with the Greek army during WWII, his fiancee falls in love with the local Italian commander. The film is based on a novel about an Italian soldier's experiences during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood made it into a pure love story by removing much of the ""unpleasant"" stuff."
2021,Jack & Sarah,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1."
903,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers."
65,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke."
68,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
88,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love."
639,When Harry Met Sally...,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer."
663,Saw IV,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences."
766,Army of Darkness,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home."
849,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.
898,Birdman of Alcatraz,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world."
1882,The Men,"Fred Zinnemann's sensitive film on the plight of paraplegic WWII veterans features Marlon Brando in his superbly moving screen debut. He plays Lt. Bud Wilozek, one of a group of veterans recovering in the paraplegic ward of a hospital in his hometown. His former fiancée, Ellen (Teresa Wright), explains to his physician, Dr. Brock (Everett Sloane), her concern about his isolation and apparent depression since he has broken their engagment and refuses to see her. He counsels her to be patient, but when he decides to broach the issue with Bud, the embittered patient reacts angrily to the doctor's intrusiveness, and continues to refuse to see Ellen. The doctor cajoles the withdrawn paraplegic into the life of the ward, where fellow patients begin to pull Bud out of his spiritual miasma. At length, his sense of hope starts to return, and after seeing Ellen for the first time in months, he begins to contemplate the possibility of marriage."
246,Zatoichi,"Zatôichi is a 19th century blind nomad who makes his living as a gambler and masseur. However, behind this humble facade, he is a master swordsman gifted with a lightning-fast draw and breathtaking precision. While wandering, Zatôichi discovers a remote mountain village at the mercy of Ginzo, a ruthless gang-leader. Ginzo disposes of anyone who gets in his way, especially after hiring the mighty samurai ronin, Hattori, as a bodyguard. After a raucous night of gambling in town, Zatôichi encounters a pair of geishas--as dangerous as they are beautiful--who've come to avenge their parents' murder. As the paths of these and other colorful characters intertwine, Ginzo's henchmen are soon after Zatôichi. With his legendary cane sword at his side, the stage is set for a riveting showdown."
254,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady."
280,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah."
427,Mon oncle,With many idea rich comic situations French director Jacques Tati uses his poetic ways and knowledge of the discrepancy between heart and technique to tell a gentle business satiric tale that won him the Oscar for best foreign film in 1959.
12,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way."
99,All About My Mother,"A single mother in Madrid sees her only son die on his birthday as he runs to seek an actress' autograph. Beside herself with grief, she returns to Barcelona to tell the boy's father about the death of the son he never knew he had."
609,Poltergeist,"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late."
631,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife."
711,Finding Forrester,Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.
762,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place""."
1363,The Hi-Lo Country,"An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart."
116,Match Point,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins."
135,Dont Look Back,"In this wildly entertaining vision of one of the twentieth century’s greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price."
203,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob."
289,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications."
475,Bonnie and Clyde,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.
562,Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."
638,Lost Highway,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell."
705,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit."
786,Almost Famous,"Almost Famous is an autobiographical inspired film about a 15-year-old who is hired by Rolling Stone magazine to follow and interview a rock band during their tour. A film about growing up, first love, disappointment, and the life of a rock star."
1366,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break."
1381,The Fountain,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world."
549,Basquiat,"Director Julian Schnabel illustrates the portrait of his friend, the first African-American Pop artist Jean-Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Alongside the biography of Basquiat are the artists and the art scene from early 1980’s New York."
942,Lethal Weapon 2,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!"
950,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation."
954,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."
1251,Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
1594,A Shot in the Dark,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.
1600,The Double Life of Veronique,"Veronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Veronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Veronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues."
1643,Last Tango in Paris,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.
1649,Bill & Ted's Bogus Journey,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living."
1792,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite."
348,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."
1836,In My Skin,"Esther, a self-conscious young woman who works for a public relations firm. One night at a party with her friend Sandrine, Esther wanders into the backyard and stumbles, scratching her leg on a piece of scrap metal. She goes back to the party, and later realizes that her injury is much more severe than she had thought. There's a huge, ugly gouge all the way up her shin, and she's bleeding profusely. She goes to a doctor, who patches her up and tells her she might need a skin graft. But Esther becomes obsessed with the wound. She won't let it heal, sneaking away during work to cut herself. As her leg becomes an ugly scarred mass, she begins to notice a problem with her arm. Before long, she's alienated Vincent and jeopardized her job with her compulsive, self-destructive behavior. But she continues on her grotesque downward spiral."
2428,The Greatest Story Ever Told,All-star epic retelling of Christ's life.
277,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war."
1619,The Way of the Gun,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score."
258,Bed and Board,Bed and Board depicts Christine and Antoine having just gotten married yet things fall apart as they are unfaithful.
379,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman."
813,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down."
837,Videodrome,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.
881,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep."
888,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.
